Approved Symbol	Entrez Gene ID
TRAJ7	28748
TRAJ8	28747
TRAJ9	28746
TRNAA1	7154
HSP90B2P	7190
HSP90B3P	343477
TRAV1-1	28693
TRAV1-2	28692
TRAV10	28676
TRAV11	28675
TRAV12-1	28674
TRAV12-2	28673
TRAV12-3	28672
TRAV13-1	28671
TRAV13-2	28670
TRAV14DV4	28669
TRAV15	28668
TRAV16	28667
TRAV17	28666
TRAV18	28665
TRAV19	28664
TRAV2	28691
TRAV20	28663
TRAV21	28662
TRAV22	28661
TRAV23DV6	28660
TRAV24	28659
TRAV25	28658
TRAV26-1	28657
TRAV26-2	28656
TRAV27	28655
TRAV28	28654
TRAV29DV5	28653
TRAV3	28690
TRAV30	28652
TRAV31	28651
TRAV32	28650
TRAV33	28649
TRAV34	28648
TRAV35	28647
TRAV36DV7	28646
TRAV37	28645
TRAV38-1	28644
TRAV38-2DV8	28643
TRAV39	28642
TRAV4	28689
TRAV40	28641
TRAV41	28640
TRAV5	28688
TRAV6	6956
TRAV7	28686
TRAV8-1	28685
TRAV8-2	28684
TRAV8-3	28683
TRAV8-4	28682
TRAV8-5	28681
TRAV8-6	28680
TRAV8-7	28679
TRAV9-1	28678
TRAV9-2	28677
TRB	6957
TRBC1	28639
TRBC2	28638
TRBD1	28637
TRBD2	28636
TRBF1~withdrawn	
TRBF2~withdrawn	
TRBJ1-1	28635
TRBJ1-2	28634
TRBJ1-3	28633
TRBJ1-4	28632
TRBJ1-5	28631
TRBJ1-6	28630
TRBJ2-1	28629
TRBJ2-2	28628
TRBJ2-2P	28627
TRBJ2-3	28626
TRBJ2-4	28625
TRBJ2-5	28624
TRBJ2-6	28623
TRBJ2-7	28622
TRBV1	28621
TRBV10-1	28585
TRBV10-2	28584
TRBV10-3	28583
TRBV11-1	28582
TRBV11-2	28581
TRBV11-3	28580
TRBV12-1	28579
TRBV12-2	28578
TRBV12-3	28577
TRBV12-4	28576
TRBV12-5	28575
TRBV13	28574
TRBV14	28573
TRBV15	28572
TRBV16	28571
TRBV17	28570
TRBV18	28569
TRBV19	28568
TRBV2	28620
TRBV20-1	28567
TRBV20OR9-2	6962
TRBV21-1	28566
TRBV21OR9-2	6959
TRBV22-1	28565
TRBV23-1	28564
TRBV23OR9-2	28552
TRBV24-1	28563
TRBV24OR9-2	6961
TRBV25-1	28562
TRBV25OR9-2	6960
TRBV26	28561
TRBV27	28560
TRBV28	28559
TRBV29-1	28558
TRBV29OR9-2	6958
TRBV3-1	28619
TRBV3-2	28618
TRBV30	28557
TRBV4-1	28617
TRBV4-2	28616
TRBV4-3	28615
TRBV5-1	28614
TRBV5-2	28613
TRBV5-3	28612
TRBV5-4	28611
TRBV5-5	28610
TRBV5-6	28609
TRBV5-7	28608
TRBV5-8	28607
TRBV6-1	28606
TRBV6-2	28605
TRBV6-3	28604
TRBV6-4	28603
TRBV6-5	28602
TRBV6-6	28601
TRBV6-7	28600
TRBV6-8	28599
TRBV6-9	28598
TRBV7-1	28597
TRBV7-2	28596
TRBV7-3	28595
TRBV7-4	28594
TRBV7-5	28593
TRBV7-6	28592
TRBV7-7	28591
TRBV7-8	28590
TRBV7-9	28589
TRBV8-1	28588
TRBV8-2	28587
TRBV9	28586
TRBVA	28556
TRBVB	28555
TRBVOR9@~withdrawn	
TRNAC1	7183
TRNAD1	7192
TRD	6964
TRDC	28526
TRDD1	28525
TRDD2	28524
TRDD3	28523
TRDJ1	28522
TRDJ2	28521
TRDJ3	28520
TRDJ4	28519
TRDN	10345
TRDV1	28518
TRDV2	28517
TRDV3	28516
TRNAE1	7193
TREH	11181
TRNAE2~withdrawn	
TRESMCR	
TREX1	11277
TREX2	11219
TRG	6965
TRNAG1~withdrawn	
TRNAG2	7196
TRNAG3	7197
TRGC1	6966
TRGC2	6967
TRGJ1	6968
TRGJ2	6969
TRGJP	6970
TRGJP1	6971
TRGJP2	6972
TRNAG5	7198
TRGP1~withdrawn	
TRGV1	6973
TRGV10	6984
TRGV11	6985
TRGV2	6974
TRGV3	6976
TRGV4	6977
TRGV5	6978
TRGV5P	6979
TRGV6	6980
TRGV7	6981
TRGV8	6982
TRGV9	6983
TRGVA	6986
TRGVB	6987
TRH	7200
TRHR	7201
TRNAI1	7202
TRIC5~withdrawn	
TRICY1	94014
TRIO	7204
TRIP10	9322
TRIP11	9321
TRIP12	9320
TRIP13	9319
TRIP2~withdrawn	
ZNHIT3	9326
TRIP4	9325
TRIP6	7205
HMGN3	9324
JMJD1C	221037
TRNAK1	7206
TRNAL1	7207
TRNAL2	7208
TRNAL47P	7209
TRNAM1	7210
TRM2~withdrawn	
TRMA~withdrawn	
TRMEP1	7211
TRNAM2	7212
TRNAMI2~withdrawn	
TRNAN1	7214
TRNL~withdrawn	
TRO	7216
TROAP	10024
TROB1~withdrawn	
TROB2~withdrawn	
TRNAP1	7217
TRNAP2	7218
TRNAP3	7219
TRPC1	7220
TRPC2	7221
TRPC3	7222
TRPC4	7223
TRPC5	7224
TRPC6	7225
TRPM2	7226
TRPS1	7227
TRNAQ1	7228
TRNAQ2	7229
TRNAR1	7230
TRNAR2	7231
TRNAR3	7232
TRNAR4	7233
TRRAP	8295
TRNAU1	7234
TRNAU2	7235
TRNAT1	7236
TRNAT2	7237
TRNAT3	7238
TRNAV1	7239
TRNAV2	7240
TRNAV3	7241
TRNAVP1~withdrawn	
TRNAVP2~withdrawn	
TRNAVP3~withdrawn	
TRNAVP4~withdrawn	
TRNAW1	7246
TS~withdrawn	
TSC1	
TSC2	7249
TSC3~withdrawn	
TSC4~withdrawn	
TSE1~withdrawn	
TSFM	10102
TSG10~withdrawn	
TSGA13	114960
CEP41	95681
RSPH1	89765
TSHB	7252
TSHR	7253
TSHRL1	7254
TSHRL2	7255
TSHRL3	7256
TSIX	9383
TSLC1~withdrawn	
TSN	7247
TSNAX	7257
TSPY1	7258
TSPYL1	7259
TSSC1	7260
TSSC2	7261
PHLDA2	7262
TSSC4	10078
TSSC6~withdrawn	
TST	7263
TST1~withdrawn	
TSTA3	7264
TTC1	7265
DNAJC7	7266
TTC3	7267
TTC4	7268
TTC4P1	222052
TTD~withdrawn	
TTF1	7270
TTF2	8458
MYOT	9499
TTIM1	7271
TTK	7272
C22orf7~withdrawn	
TTN	7273
TTPA	7274
TTR	7276
TUB	7275
TUBA4A	7277
TUBA3C	7278
TUBAL1~withdrawn	
TUBA8	51807
TUBAP	54016
TUBB2A	7280
TUBB7P	56604
TUBBP1	92755
TUBBP2	647000
TUBG~withdrawn	
TUBG1	7283
TUBG1P	442673
TUBG2	27175
TUFM	7284
TUFMP1	645668
TUFT1	7286
TULP1	7287
TULP2	7288
TULP3	7289
TUPLE1~withdrawn	
TUTR1~withdrawn	
TWIST1	7291
TWSG1	57045
TXDI1~withdrawn	
TXDI3~withdrawn	
TXGP1~withdrawn	
TXGP1L~withdrawn	
TXK	7294
TXN	7295
TXNL1	9352
TXNRD1	7296
TXREB~withdrawn	
TXREB1~withdrawn	
TYK2	7297
TYMS	7298
TYR	7299
TYRL	7300
TYRO1~withdrawn	
TYRO10~withdrawn	
TYRO3	7301
TYRO3P	7302
TYRO4~withdrawn	
TYROBP	7305
TYRP1	7306
TYRP2~withdrawn	
TYS	
U2AF1	7307
U2AF1P~withdrawn	
U2AFBP~withdrawn	
ZRSR1	7310
UAP1	6675
UBA52	7311
UBA52P1	7312
UBA52P2	7313
UBAP1	51271
UBASH3A	53347
UBB	7314
UBBP1	7315
UBBP2	23668
UBBP3	23667
UBBP4	23666
UBC	7316
UBA1	7317
UBA3	9039
UBA7	7318
UBE2A	7319
UBE2B	7320
UBE2D1	7321
UBE2D2	7322
UBE2D3	7323
UBE2E1	7324
UBE2E2	7325
UBE2E3	10477
UBE2F	140739
UBE2G~withdrawn	
UBE2G1	7326
UBE2G2	7327
UBE2H	7328
UBE2I	7329
UBE2L1	283556
UBE2L2	100506424
UBE2L3	7332
UBE2L4	7333
UBE2L6	9246
UBE2M	9040
UBE2N	7334
UBE2V~withdrawn	
UBE2V1	7335
UBE2V2	7336
UBE3A	7337
UBE3AP1	7338
UBE3AP2	7339
UBE4A	9354
UBE4B	10277
UBH1~withdrawn	
SUMO1	7341
UBL2~withdrawn	
UBL3	5412
UBL4A	8266
UBN1	29855
UBP1	7342
UBQLN1	29979
UBQLN2	29978
UBQLN3	50613
UBTF	7343
UCHH2~withdrawn	
UCHL1	7345
UCHL2~withdrawn	
UCHL3	7347
UCN	7349
UCP1	7350
UCP2	7351
UCP3	7352
UFD1L	7353
UFS~withdrawn	
UGALT~withdrawn	
SCGB1A1	7356
UGCG	7357
UGDH	7358
UGP1~withdrawn	
UGP2	7360
UGT1~withdrawn	
UGT1A	7361
UGT1A1	54658
UGT1A10	54575
UGT1A11P	
UGT1A12P	
UGT1A2P	
UGT1A3	54659
UGT1A4	54657
UGT1A5	54579
UGT1A6	54578
UGT1A7	54577
UGT1A8	54576
UGT1A9	54600
UGT2A1	10941
UGT2B@~withdrawn	
UGT2B10	7365
UGT2B11	10720
UGT2B15	7366
UGT2B17	7367
UGT2B24P	
UGT2B25P	
UGT2B26P	
UGT2B27P	
UGT2B29P	
UGT2B4	7363
UGT2B7	7364
UGT8	7368
UHRF1	29128
UHRF2	115426
ULK1	8408
UMOD	7369
UMODL1	89766
UMPH2~withdrawn	
UCK2	7371
UMPS	7372
UMS~withdrawn	
UNC119	9094
UNC13B	10497
UNC5A	90249
UNC5B	219699
UNC5C	8633
UNC93A	54346
UND~withdrawn	
UNG	7374
UNP~withdrawn	
UNR~withdrawn	
UOX	391051
UPP1	7378
UPK1A	11045
UPK1B	7348
UPK2	7379
UPK3A	7380
UQBP~withdrawn	
UQCRB	7381
UQCRBP1	442454
UQCRBP2	100130719
UQCRC1	7384
UQCRC2	7385
UQCRFS1	7386
UQCRFS1P1	100128525
UQCRFSL2~withdrawn	
UQCRH	7388
UROD	7389
UROS	7390
USF1	7391
USF2	7392
USH1A	
USH1B~withdrawn	
USH1C	10083
USH1D~withdrawn	
USH1E	
USH1F~withdrawn	
USH2A	7399
USH2B~withdrawn	
USH2C~withdrawn	
USH3~withdrawn	
CLRN1	7401
USH3B	
USP1	7398
USP10	9100
USP11	8237
USP12P1	9959
USP13	8975
USP14	9097
USP15	9958
USP16	
USP17L9P	391627
USP18	
USP19	10869
USP2	9099
USP20	
USP21	27005
USP22	23326
USP23~withdrawn	
USP24	23358
USP25	29761
USP28	57646
USP3	9960
USP4	7375
USP5	
USP6	9098
USP7	7874
USP8	9101
USP9X	8239
USP9Y	8287
UTF1	8433
UTRN	7402
UTS2	10911
KDM6A	7403
UTY	7404
UVO~withdrawn	
UVRAG	7405
UXT	8409
VAMP1	
VAMP2	6844
VAMP3	9341
VAMP4	8674
VAMP5	10791
VAMP8	8673
VAPA	9218
VAPB	9217
VARS1~withdrawn	
VARS	7407
VASP	7408
VAT1~withdrawn	
VTRNA1-1	56664
VTRNA1-2	56663
VTRNA1-3	56662
VAV1	7409
VAV2	7410
VAV3	10451
VAX1	11023
VAX2	25806
VBP1	7411
VCAM1	7412
VCF	
VCL	7414
VCP	7415
VCX	26609
VCY	9084
VDAC1	7416
VDAC1P2	10064
VDAC1P1	642585
VDAC2	7417
VDAC2P1	54015
VDAC3	7419
VDAC1P4	7418
VDAC1P5	10187
VDD1~withdrawn	
VDI	7420
VDR	
VEGFA	7422
VEGFB	7423
VEGFC	7424
VEGFD~withdrawn	
VGF	7425
VGL~withdrawn	
VGR~withdrawn	
VHL	7428
VHLP~withdrawn	
VHR~withdrawn	
VIL1	7429
EZR	7430
VIM	7431
VIP	7432
VIPR1	7433
VIPR2	7434
VIS1	7435
VIT	5212
VLDLR	7436
VMAT1~withdrawn	
VMAT2~withdrawn	
VMCM~withdrawn	
VMD1	7438
BEST1	7439
VMGLOM~withdrawn	
VNN1	8876
VNN2	8875
VP~withdrawn	
VPP1~withdrawn	
VPREB1	7441
VPREB3	29802
VPS26A	9559
VPS33B	26276
VPS41	27072
VPS45B~withdrawn	
TRPV1	7442
VRF~withdrawn	
VRK1	7443
VRK2	7444
VRNI	
AVSD1	
VSNL1	7447
VSX1	30813
VTN	7448
VTNR~withdrawn	
VWF	7450
VWFP1	7451
VWS~withdrawn	
WARS	7453
WARS2	10352
WAS	7454
WASF1	8936
WASF2	10163
WASF3	10810
WASL	8976
WIPF1	7456
WBP1	23559
WBP2	23558
WBP4	11193
WBS2	
EIF4H	7458
WBSCR10~withdrawn	
WBSCR11~withdrawn	
MLXIPL	51085
WBSCR15~withdrawn	
WBSCR2	7459
WBSCR3~withdrawn	
WBSCR4~withdrawn	
LAT2	7462
WBSCR6~withdrawn	
WBSCR7~withdrawn	
WBSCR9~withdrawn	
WD~withdrawn	
WDR1	9948
WDR3	10885
WDR4	10785
WDR5	11091
WDR6	11180
WRAP73	49856
BRWD1	54014
WEE1	7465
WFS1	7466
WFS2~withdrawn	
WHCR	
FOXN1	8456
WHSC1	7468
WHSC1L1	54904
NELFA	7469
WISP1	8840
WISP2	8839
WISP3	8838
WMS~withdrawn	
WND~withdrawn	
WNT1	7471
WNT10B	7480
WNT11	7481
WNT13~withdrawn	
WNT9A	7483
WNT9B	7484
WNT2	7472
WNT2B	7482
WNT3	7473
WNT4	54361
WNT5A	7474
WNT6	7475
WNT7A	7476
WNT7B	7477
WNT8A	7478
WNT8B	7479
WRB	7485
WRN	7486
WS1~withdrawn	
WS2A~withdrawn	
WS2B	
WSN	
WT1	7490
WT2	7491
WTS	
WWOX	51741
WWS~withdrawn	
XBP1	7494
XBP1P1	7495
XBX1~withdrawn	
XCE	7497
XDH	7498
XG	7499
XGPY	7500
XGR	7501
XIC	
XIST	7503
XK	7504
XM	
XPA	7507
XPAC~withdrawn	
XPC	7508
XPD~withdrawn	
XPF~withdrawn	
XPGC~withdrawn	
REXO4	57109
XPNPEP~withdrawn	
XPNPEP1	7511
XPNPEP2	7512
XPNPEPL~withdrawn	
XPO1	7514
XPOT	11260
XPR1	9213
XRCC1	7515
XRCC2	7516
XRCC3	7517
XRCC4	7518
XRCC4L~withdrawn	
XRCC5	7520
XRCC8	
XRCC9~withdrawn	
XRN2	22803
XS	7523
XWNPEP	7524
XYLB	9942
YARS	8565
YES1	7525
YESP	7526
YME1L1	10730
YME1L1P1	23749
YPEL1	29799
YT~withdrawn	
YWHA1~withdrawn	
YWHAA~withdrawn	
YWHAB	7529
YWHAD~withdrawn	
YWHAE	7531
YWHAG	7532
YWHAH	7533
YWHAQ	10971
YWHAZ	7534
YY1	7528
ZAN	7455
ZAP70	7535
RNF103	7844
ZBTB14	7541
ZFP3	124961
ZFP36	7538
ZFP37	7539
ZFP92	139735
ZNF235	9310
ZKSCAN5	23660
ZFPL1	7542
ZFX	7543
ZFY	7544
ZHX1	11244
ZIC1	7545
ZIC2	7546
ZIC3	7547
ZIM2	23619
SLC39A1	27173
ZMPSTE24	10269
ZNF1~withdrawn	
ZNF10	7556
ZNF100	163227
ZNF101	94039
ZNF102~withdrawn	
ZNF103~withdrawn	
ZNF104~withdrawn	
ZNF105~withdrawn	
ZNF106	64397
ZNF107	51427
ZNF90P1	7661
ZNF109~withdrawn	
ZNF110~withdrawn	
ZNF111~withdrawn	
ZNF112	7665
ZNF113~withdrawn	
ZNF114	163071
ZNF115~withdrawn	
ZNF116~withdrawn	
ZNF117	51351
ZNF118~withdrawn	
ZNF119~withdrawn	
ZNF11A~withdrawn	
ZNF11B~withdrawn	
ZNF12	7559
ZNF120~withdrawn	
ZNF121	7675
ZNF122~withdrawn	
ZNF123P	100188891
ZNF124	7678
ZNF125~withdrawn	
ZNF126~withdrawn	
MKRN3-AS1	10108
ZNF128~withdrawn	
ZNF129~withdrawn	
ZNF13~withdrawn	
ZNF130~withdrawn	
ZNF131	7690
ZNF132	7691
ZNF133	7692
ZNF134	7693
ZNF135	7694
ZNF136	7695
ZNF137P	7696
ZNF138	7697
ZNF139~withdrawn	
ZNF14	7561
ZNF140	7699
ZNF141	7700
ZNF142	7701
ZNF143	7702
PCGF2	7703
ZBTB16	7704
ZNF146	7705
TRIM25	7706
ZNF148	7707
ZNF149~withdrawn	
ZNF150~withdrawn	
ZBTB17	7709
ZNF152~withdrawn	
ZNF153~withdrawn	
ZNF154	7710
ZNF155	7711
ZNF156~withdrawn	
ZNF157	7712
ZNF158~withdrawn	
ZNF159~withdrawn	
ZNF708	7562
ZNF15L2~withdrawn	
ZNF16	7564
ZNF160	90338
VEZF1	7716
SF1	7536
ZNF163~withdrawn	
ZNF164~withdrawn	
ZNF165	7718
ZNF166~withdrawn	
ZKSCAN7	55888
ZNF168~withdrawn	
ZNF169	169841
ZNF17	7565
ZNF170~withdrawn	
ZNF171~withdrawn	
ZNF172~withdrawn	
TRIM26	7726
ZNF174	7727
ZNF175	7728
ZNF176~withdrawn	
ZNF177	7730
ZNF178~withdrawn	
RNF112	7732
ZNF18	7566
ZNF180	7733
ZNF181	339318
ZNF21~withdrawn	
ZNF182L~withdrawn	
RNF113A	7737
ZNF184	7738
ZNF185	7739
ZNF186~withdrawn	
ZSCAN26	7741
ZNF188~withdrawn	
ZNF189	7743
ZNF19	7567
ZNF191~withdrawn	
ZKSCAN8	
ZSCAN9	7746
ZNF194~withdrawn	
ZNF195	
ZNF196~withdrawn	
ZNF197	10168
ZMYM2	7750
ZNF199~withdrawn	
ZNF2	7549
ZNF20	7568
ZNF200	
ZNF202	7753
ZNF204P	7754
ZNF205	7755
ZSCAN10	84891
ZNF207	7756
ZNF208	7757
ZNF209P	441843
ZNF182	7569
ZNF210~withdrawn	
ZNF211	
ZNF212	7988
ZNF213	7760
ZNF214	
ZNF215	7762
ZFAND5	
ZNF217	7764
TSHZ2	128553
ZNF219	
ZNF22	7570
KAT6A	7994
ZNF221	7638
ZNF222	
ZNF223	7766
ZNF224	7767
ZNF225	7768
ZNF226	7769
ZNF227	7770
ZFP112~withdrawn	
ZNF229	7772
ZNF23	7571
ZNF230	7773
ZNF231~withdrawn	
ZNF232	7775
ZNF234	10780
ZNF236	7776
ZMYM5	9205
ZBTB18	10472
ZNF239	
ZNF24	7572
ZNF240~withdrawn	
ZNF241~withdrawn	
ZNF242~withdrawn	
ZNF244~withdrawn	
ZNF245~withdrawn	
ZNF246~withdrawn	
ZNF247~withdrawn	
ZNF248	57209
ZNF249~withdrawn	
ZNF25	219749
ZNF250	58500
ZNF251	90987
ZNF252P	286101
ZNF254	9534
ZNF255~withdrawn	
ZNF256	10172
ZMYM6	9204
ZNF259	8882
ZNF259P1	442240
ZNF26	7574
ZMYM3	9203
ZMYM4	9202
ZNF263	10127
ZNF264	
ZRANB2	9406
ZNF266	
ZNF267	10308
ZNF268	10795
ZNF269~withdrawn	
ZNF27~withdrawn	
ZNF270~withdrawn	
ZNF271	10778
ZNF272~withdrawn	
ZNF273	10793
ZNF274	10782
ZNF275	10838
ZNF277	11179
PATZ1	23598
ZNF279~withdrawn	
ZNF28	7576
ZNF280~withdrawn	
ZNF281	23528
ZNF282	8427
ZNF283	284349
ZNF284	342909
ZNF285	26974
ZNF29P	7577
SCAPER	49855
LTN1	26046
ZBTB21	49854
ZBTB22	
ZNF298~withdrawn	
ZNF299~withdrawn	
ZNF299P	54012
ZNF3	7551
ZNF30	90075
ZNF300	91975
ZNF301~withdrawn	
ZSCAN20	7579
RNF114	55905
ZNF32	7580
ZNF33A	7581
ZNF33B	7582
ZNF34	80778
ZNF35	7584
ZNF35P~withdrawn	
ZKSCAN1	7586
ZNF37A	7587
ZNF37BP	100129482
ZSCAN21	7589
ZNF39L1~withdrawn	
ZNF43L~withdrawn	
ZNF41	7592
MZF1	7593
ZNF43	7594
ZNF44	51710
ZNF45	7596
ZBTB25	7597
ZNF47~withdrawn	
ZNF48	197407
ZNF49~withdrawn	
ZNF50~withdrawn	
ZNF51~withdrawn	
ZNF52~withdrawn	
ZNF53A~withdrawn	
ZNF53B~withdrawn	
ZNF54A~withdrawn	
ZNF54B~withdrawn	
ZNF55~withdrawn	
ZNF56	7608
ZNF57	126295
ZNF58~withdrawn	
ZNF59~withdrawn	
ZNF711	7552
ZNF60~withdrawn	
ZNF61~withdrawn	
ZNF62~withdrawn	
ZNF63~withdrawn	
ZNF64~withdrawn	
ZNF65~withdrawn	
ZNF66	7617
ZNF726P1	7618
ZNF68~withdrawn	
ZNF69	7620
ZNF7	7553
ZNF70	7621
ZNF71	58491
ZNF72P	100287084
ZNF73	7624
ZNF74	7625
ZNF75D	7626
ZNF75A	7627
ZNF75BP	7628
ZNF75CP	729944
ZNF76	7629
ZNF77	58492
ZNF78L1~withdrawn	
ZNF78L2~withdrawn	
ZNF79	7633
ZNF8	7554
ZNF80	7634
ZNF81	347344
ZNF82~withdrawn	
ZNF83	55769
ZNF84	7637
ZNF85	7639
ZNF86~withdrawn	
ZNF87~withdrawn	
ZNF88~withdrawn	
CNBP	7555
ZNF90	7643
ZNF91	7644
ZNF91L~withdrawn	
ZNF92	168374
ZNF93	81931
ZNF94~withdrawn	
ZNF95~withdrawn	
ZSCAN12	9753
ZNF97~withdrawn	
ZNF98	148198
ZNF99	7652
IKZF1	10320
IKZF2	22807
IKZF3	22806
IKZF4	64375
ZFYVE1	53349
ZNFP1~withdrawn	
ZNRD1	30834
ZNT1~withdrawn	
ZNT2~withdrawn	
ZNT3~withdrawn	
ZNT4~withdrawn	
ZP1	22917
ZP2	7783
ZP3	7784
ZP3B~withdrawn	
ZPK~withdrawn	
DNAJC2	27000
ZRK~withdrawn	
ZW10	9183
ZWINT	
ZWINTAS~withdrawn	
ZWS1~withdrawn	
ZXDA	7789
ZXDB	158586
ZYX	7791
ADAMTS10	81794
ADAMTS9	56999
AICDA	57379
ALS2CR1~withdrawn	
STRADB	55437
TRAK2	66008
ANKRA2	57763
ARHGEF5	7984
ARL6	84100
ATP2C1	27032
ATP5L2	267020
ATP5LP1	53411
ATP5LP2	53410
ATP5LP3	53409
AUXN~withdrawn	
BBS6~withdrawn	
BCL11A	53335
BCL11B	64919
BCMS~withdrawn	
BCMSUN~withdrawn	
DLEU2L	79469
BHLHB1~withdrawn	
BPESC1	60467
BTN2A3P	54718
C10orf1~withdrawn	
C11orf21	29125
RASSF8	11228
ANP32A	8125
CDIP1	29965
URI1	8725
TMEM59L	25789
APMAP	57136
EVA1C	59271
LINC00229	
RIBC2	26150
HHATL	57467
LMBR1	64327
NOM1	64434
LINC00244	64433
C9orf1~withdrawn	
FAM120A	23196
CALN1	83698
CAPN12	147968
CDH22	64405
MCDC1~withdrawn	
CKLF	51192
FTSJ1	24140
CLEC4A	50856
CLEC4C	170482
CST9	128822
PRAMEF13	400736
CYP4F11	57834
DDX24	57062
DEXI	28955
DFNA18	
DFNA22~withdrawn	
DFNA25~withdrawn	
DFNB22~withdrawn	
DUOX2	50506
DURS2~withdrawn	
ECE2	9718
EI24	9538
EIF3IP1	442720
EPB41L4A	64097
ERO1L	30001
ESPN	83715
FBLN4~withdrawn	
FIGN	55137
FIGNL1	63979
FIGNL2	401720
FOX#~withdrawn	
GABARAPL2	11345
GAGED4~withdrawn	
GJA11~withdrawn	
LGR4	55366
GPR61	
GPR62	118442
GPR63	
GPR70~withdrawn	
GPR71~withdrawn	
LPAR5	57121
GPRC5B	
GPRC5C	
GPRC5D	55507
GSDMA	284110
GSTO1	9446
HAOL~withdrawn	
HDAC8	55869
HMGB1P11	100419996
HMGB1P12	100129723
HMGB1P13	100129706
HMGB1P8	692147
HMGB1P9	654503
HMGA1P1	203477
HMGA1P2	171559
HMGA1P3	144712
INO80B	83444
HUNK	30811
IFIT5	24138
ILCF~withdrawn	
KCNQ1DN	55539
KIF4A	24137
KIF4CP	347363
KLRF1	51348
LDOC1L	84247
LPIN1	23175
LSFC~withdrawn	
LXN	56925
LY6D	8581
LYST2~withdrawn	
MAP1LC3B	81631
MAP1LC3C	440738
MCOLN1	57192
MCOLN2	255231
MCOLN3	55283
MEPE	56955
MIXL1	83881
MRT2A~withdrawn	
MRX71	
MS4A10	341116
MS4A12	54860
MS4A4A	51338
MS4A5	64232
MS4A6A	64231
MS4A7	58475
MS4A8	83661
MUC3B	57876
NEK7	140609
NEK8	284086
NGFRAP1	27018
NID2	22795
NIF3L1	60491
NPCDR1	246734
NPHS2	7827
NAPSA	9476
NAPSB	256236
CYB5R1	51706
NSDHL	50814
ONECUT3	390874
PBX4	80714
PCDH10	57575
PCLO	27445
PCPH~withdrawn	
PDCD11	22984
PFM2~withdrawn	
TSPAN32	10077
PHTF2	57157
PKP2P1	82500
PLA2G2E	30814
PNCK	139728
PPP2R3B	28227
PRSS18~withdrawn	
PRUNE	58497
PTPRVP	148713
PTTG3P	26255
PWCR1~withdrawn	
RBM8B	112846
RBMS3	27303
RLIM	51132
TRIM17	51127
TRIM49	57093
RNF19A	25897
ROBO3	64221
RP21~withdrawn	
RPGRIP1	57096
RTDR1	27156
SCA15~withdrawn	
SCA9	
SCUBE1	80274
SIAT7B~withdrawn	
SLC2A10	81031
SLC2A7	155184
SLC2A9	56606
SLC38A1	81539
SLC38A2	54407
SLITRK2	84631
BANP	54971
SPAG5	10615
STRM	337940
TCL6	27004
SERINC1	57515
TFNR~withdrawn	
TGCT1	
TNFRSF21	27242
TNFSF20~withdrawn	
TP73L~withdrawn	
TTYH1	57348
UBE2L5P	171222
UBE3B	89910
UGT2B28	54490
ULK2	9706
UNC93B1	81622
UNC93B2	641922
UNC93B3	285296
UNC93B4	643384
USP26	83844
USP27X	389856
VPS35	55737
VPS4A	27183
WDR7	23335
FAM78B	149297
ZFP93~withdrawn	
ZNF253	56242
ZNF257	113835
ZNF260	339324
ZNF286A	57335
ZNF287	57336
ZBTB20	26137
ARFGAP2	84364
ZNF304	57343
FEZF2	55079
ZNF317	57693
BPY2	9083
AVEN	57099
API1~withdrawn	
API2~withdrawn	
API3~withdrawn	
API4~withdrawn	
BIRC6	57448
CLIC5	53405
CLIC4	25932
MESDC1	59274
MESDC2	23184
CTAG~withdrawn	
CLEC4M	10332
PTTG1IP	754
ERVW-1	30816
VPS9D1	9605
ATP6V1D	51382
B3GNT3	10331
CNPY2	10330
TMEM5	10329
ATP8A1	10396
TLX3	30012
ATP8A2	51761
ATP8B2	57198
ATP8B3	148229
ATP8B4	79895
MARK4	57787
AGTRAP	57085
ATP9A	10079
ATP9B	374868
ATP10A	57194
ATP10B	23120
CHRAC1	54108
POLE3	54107
ATP10C~withdrawn	
VN1R1	57191
ATP10D	57205
VN1R10P	387316
VN1R11P	387317
ATP11A	23250
ATP11B	23200
ATP11C	286410
IFT122	55764
ACE2	59272
DCP1~withdrawn	
C21orf64~withdrawn	
HIVEP3	59269
SPOCK2	9806
SPOCK3	50859
GOLGA6A	342096
PGPEP1	54858
FIC1~withdrawn	
FCGBP	8857
MAGEC2	51438
BRD4	23476
PRAMEF14	729528
C21orf65~withdrawn	
ZNF318	24149
PAXBP1	94104
FBXO2	26232
FBXO3	26273
FBXO4	26272
FBXO5	26271
FBXO6	26270
FBXO7	25793
FBXO8	26269
FBXO9	26268
FBXO10	26267
FBXO11	80204
FBXO20~withdrawn	
FBXO21	23014
FBXO22	26263
TSPAN17	26262
FBXO24	26261
FBXO25	26260
FBXW8	26259
FBXL2	25827
FBXL3	26224
FBXL21	26223
FBXL4	26235
FBXL5	26234
FBXL6	26233
FBXL7	23194
LRRC29	26231
KDM2A	22992
FBXW11	23291
FBXW2	
FBXW4P1	26226
KDM2B	84678
FBXL12	54850
FBXW5	54461
FBXL17	64839
FBXO14~withdrawn	
FBXO15	201456
FBXO16	157574
FBXO18	84893
SLC6A15	55117
SLC6A16	28968
SPG17~withdrawn	
CACNG6	
CACNG7	59284
CACNG8	59283
PABPC5	140886
TFPT	29844
RPL36	25873
MAML1	9794
ADIPOQ	9370
MAL2	114569
