name,disease,mnemonic,diseaseName
"ITCH",http://purl.uniprot.org/diseases/2639,"SMAD","A disorder characterized by organomegaly, failure to thrive, developmental delay, dysmorphic features and autoimmune inflammatory cell infiltration of the lungs, liver and gut."
"BANK1",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"PTPN22",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"CTLA4",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"DNASE1",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"FCGR2B",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"TREX1",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"C4A",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"C4B",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"C4B_2",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"RASGRP1",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"TNFSF4",http://purl.uniprot.org/diseases/2648,"SLE","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"TLR5",http://purl.uniprot.org/diseases/2649,"SLEB1","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"PDCD1",http://purl.uniprot.org/diseases/2650,"SLEB2","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"ITGAM",http://purl.uniprot.org/diseases/2654,"SLEB6","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"CR2",http://purl.uniprot.org/diseases/2651,"SLEB9","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"IRF5",http://purl.uniprot.org/diseases/2652,"SLEB10","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"STAT4",http://purl.uniprot.org/diseases/2653,"SLEB11","A chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"DNASE1L3",http://purl.uniprot.org/diseases/3334,"SLEB16","A rare autosomal recessive form of systemic lupus erythematosus with childhood onset, characterized by high frequency of anti-neutrophil cytoplasmic antibodies and lupus nephritis. Systemic lupus erythematosus is a chronic, relapsing, inflammatory, and often febrile multisystemic disorder of connective tissue, characterized principally by involvement of the skin, joints, kidneys and serosal membranes. It is of unknown etiology, but is thought to represent a failure of the regulatory mechanisms of the autoimmune system. The disease is marked by a wide range of system dysfunctions, an elevated erythrocyte sedimentation rate, and the formation of LE cells in the blood or bone marrow."
"RBM10",http://purl.uniprot.org/diseases/2837,"TARPS","A disorder characterized by the Robin sequence (micrognathia, glossoptosis and cleft palate), talipes equinovarus and cardiac defects."
"FOXN1",http://purl.uniprot.org/diseases/2357,"TIDAND","A disorder characterized by the association of congenital alopecia, severe T-cell immunodeficiency, and ridging and pitting of all nails."
"STK4",http://purl.uniprot.org/diseases/3600,"TIIAC","A primary T-cell immunodeficiency syndrome characterized by progressive loss of naive T cells, recurrent bacterial, viral, and fungal infections, warts, and abscesses, autoimmune manifestations, and cardiac malformations, including atrial septal defect."
"CHSY1",http://purl.uniprot.org/diseases/3156,"TPBS","A syndrome characterized by multiple congenital anomalies, mental retardation, sensorineural deafness, talon cusps of upper central incisors, growth retardation, and bilateral symmetric digital anomalies mainly in the form of preaxial brachydactyly and hyperphalangism."
"C12orf57",http://purl.uniprot.org/diseases/3719,"TEMTYS","A mental retardation/multiple congenital anomaly syndrome characterized by variable craniofacial dysmorphism, ocular coloboma, seizures, and brain abnormalities, including abnormalities of the corpus callosum and thalamus."
"TNXB",http://purl.uniprot.org/diseases/1097,"TNXD","TNXD leads to an Ehlers-Danlos-like syndrome characterized by hyperextensible skin, hypermobile joints, and tissue fragility. Tenascin-X-deficient patients, however, lack atrophic scars, a major diagnostic criteria for classic Ehlers-Danlos. Delayed wound healing, which is also common in classic EDS, is only present in a subset of patients."
"FLNA",http://purl.uniprot.org/diseases/2914,"TOD","A rare X-linked dominant male-lethal disease characterized by skeletal dysplasia of the limbs, pigmentary defects of the skin and recurrent digital fibroma during infancy. A significant phenotypic variability is observed in affected females."
"DMRT1",http://purl.uniprot.org/diseases/2749,"TGCT","A common malignancy in males representing 95% of all testicular neoplasms. TGCTs have various pathologic subtypes including: unclassified intratubular germ cell neoplasia, seminoma (including cases with syncytiotrophoblastic cells), spermatocytic seminoma, embryonal carcinoma, yolk sac tumor, choriocarcinoma, and teratoma."
"STK10",http://purl.uniprot.org/diseases/2749,"TGCT","A common malignancy in males representing 95% of all testicular neoplasms. TGCTs have various pathologic subtypes including: unclassified intratubular germ cell neoplasia, seminoma (including cases with syncytiotrophoblastic cells), spermatocytic seminoma, embryonal carcinoma, yolk sac tumor, choriocarcinoma, and teratoma."
"STK11",http://purl.uniprot.org/diseases/2749,"TGCT","A common malignancy in males representing 95% of all testicular neoplasms. TGCTs have various pathologic subtypes including: unclassified intratubular germ cell neoplasia, seminoma (including cases with syncytiotrophoblastic cells), spermatocytic seminoma, embryonal carcinoma, yolk sac tumor, choriocarcinoma, and teratoma."
"FGFR3",http://purl.uniprot.org/diseases/2749,"TGCT","A common malignancy in males representing 95% of all testicular neoplasms. TGCTs have various pathologic subtypes including: unclassified intratubular germ cell neoplasia, seminoma (including cases with syncytiotrophoblastic cells), spermatocytic seminoma, embryonal carcinoma, yolk sac tumor, choriocarcinoma, and teratoma."
"KIT",http://purl.uniprot.org/diseases/2749,"TGCT","A common malignancy in males representing 95% of all testicular neoplasms. TGCTs have various pathologic subtypes including: unclassified intratubular germ cell neoplasia, seminoma (including cases with syncytiotrophoblastic cells), spermatocytic seminoma, embryonal carcinoma, yolk sac tumor, choriocarcinoma, and teratoma."
"WNT3",http://purl.uniprot.org/diseases/1262,"ARTTRA","A rare human genetic disorder characterized by complete absence of all four limbs and other anomalies such as craniofacial, nervous system, pulmonary, skeletal and urogenital defects."
"ZFPM2",http://purl.uniprot.org/diseases/2362,"TOF","A congenital heart anomaly which consists of pulmonary stenosis, ventricular septal defect, dextroposition of the aorta (aorta is on the right side instead of the left) and hypertrophy of the right ventricle. In this condition, blood from both ventricles (oxygen-rich and oxygen-poor) is pumped into the body often causing cyanosis."
"GATA4",http://purl.uniprot.org/diseases/2362,"TOF","A congenital heart anomaly which consists of pulmonary stenosis, ventricular septal defect, dextroposition of the aorta (aorta is on the right side instead of the left) and hypertrophy of the right ventricle. In this condition, blood from both ventricles (oxygen-rich and oxygen-poor) is pumped into the body often causing cyanosis."
"GATA6",http://purl.uniprot.org/diseases/2362,"TOF","A congenital heart anomaly which consists of pulmonary stenosis, ventricular septal defect, dextroposition of the aorta (aorta is on the right side instead of the left) and hypertrophy of the right ventricle. In this condition, blood from both ventricles (oxygen-rich and oxygen-poor) is pumped into the body often causing cyanosis."
"GDF1",http://purl.uniprot.org/diseases/2362,"TOF","A congenital heart anomaly which consists of pulmonary stenosis, ventricular septal defect, dextroposition of the aorta (aorta is on the right side instead of the left) and hypertrophy of the right ventricle. In this condition, blood from both ventricles (oxygen-rich and oxygen-poor) is pumped into the body often causing cyanosis."
"JAG1",http://purl.uniprot.org/diseases/2362,"TOF","A congenital heart anomaly which consists of pulmonary stenosis, ventricular septal defect, dextroposition of the aorta (aorta is on the right side instead of the left) and hypertrophy of the right ventricle. In this condition, blood from both ventricles (oxygen-rich and oxygen-poor) is pumped into the body often causing cyanosis."
"NKX2-5",http://purl.uniprot.org/diseases/2362,"TOF","A congenital heart anomaly which consists of pulmonary stenosis, ventricular septal defect, dextroposition of the aorta (aorta is on the right side instead of the left) and hypertrophy of the right ventricle. In this condition, blood from both ventricles (oxygen-rich and oxygen-poor) is pumped into the body often causing cyanosis."
"FGFR3",http://purl.uniprot.org/diseases/2363,"TD1","A neonatal lethal skeletal dysplasia. Affected individuals manifest severe shortening of the limbs with macrocephaly, narrow thorax, short ribs, and curved femurs."
"FGFR3",http://purl.uniprot.org/diseases/3093,"TD2","A neonatal lethal skeletal dysplasia causing severe shortening of the limbs, narrow thorax and short ribs. Patients with thanatophoric dysplasia type 2 have straight femurs and cloverleaf skull."
"SLC19A3",http://purl.uniprot.org/diseases/1284,"THMD2","An autosomal recessive metabolic disorder characterized by episodic encephalopathy, often triggered by febrile illness, presenting as confusion, seizures, external ophthalmoplegia, dysphagia, and sometimes coma and death. If untreated, encephalopathies can result in permanent dystonia. Brain imaging may show characteristic bilateral lesions of the basal ganglia."
"SLC25A19",http://purl.uniprot.org/diseases/3011,"THMD4","A disease characterized by recurrent episodes of flaccid paralysis and encephalopathy associated with bilateral striatal necrosis and chronic progressive polyneuropathy."
"TPK1",http://purl.uniprot.org/diseases/3377,"THMD5","An autosomal recessive metabolic disorder due to an inborn error of thiamine metabolism. The phenotype is highly variable, but in general, affected individuals have onset in early childhood of acute encephalopathic episodes associated with increased serum and CSF lactate. These episodes result in progressive neurologic dysfunction manifest as gait disturbances, ataxia, dystonia, and spasticity, which in some cases may result in loss of ability to walk. Cognitive function is usually preserved, although mildly delayed development has been reported. These episodes are usually associated with infection and metabolic decompensation. Some patients may have recovery of some neurologic deficits."
"SLC19A2",http://purl.uniprot.org/diseases/2365,"TRMA","An autosomal recessive disease characterized by megaloblastic anemia, diabetes mellitus, and sensorineural deafness. Onset is typically between infancy and adolescence, but all of the cardinal findings are often not present initially. The anemia, and sometimes the diabetes, improves with high doses of thiamine. Other more variable features include optic atrophy, congenital heart defects, short stature, and stroke."
"THPO",http://purl.uniprot.org/diseases/1538,"THCYT1","A myeloproliferative disorder characterized by excessive platelet production, resulting in increased numbers of circulating platelets. It can be associated with spontaneous hemorrhages and thrombotic episodes."
"MPL",http://purl.uniprot.org/diseases/3401,"THCYT2","A myeloproliferative disorder characterized by excessive platelet production, resulting in increased numbers of circulating platelets. It can be associated with spontaneous hemorrhages and thrombotic episodes."
"JAK2",http://purl.uniprot.org/diseases/3402,"THCYT3","A myeloproliferative disorder characterized by excessive platelet production, resulting in increased numbers of circulating platelets. It can be associated with spontaneous hemorrhages and thrombotic episodes."
"WAS",http://purl.uniprot.org/diseases/1098,"THC1","Thrombocytopenia is defined by a decrease in the number of platelets in circulating blood, resulting in the potential for increased bleeding and decreased ability for clotting."
"MASTL",http://purl.uniprot.org/diseases/1099,"THC2","Thrombocytopenia is defined by a decrease in the number of platelets in circulating blood, resulting in the potential for increased bleeding and decreased ability for clotting."
"CYCS",http://purl.uniprot.org/diseases/1100,"THC4","Thrombocytopenia is defined by a decrease in the number of platelets in circulating blood, resulting in the potential for increased bleeding and decreased ability for clotting."
"GATA1",http://purl.uniprot.org/diseases/2461,"XLTT","An unusual form of thrombocytopenia associated with beta-thalassemia. Patients have splenomegaly and petechiae, moderate thrombocytopenia, prolonged bleeding time due to platelet dysfunction, reticulocytosis and unbalanced (hemo)globin chain synthesis resembling that of beta-thalassemia minor."
"F5",http://purl.uniprot.org/diseases/1101,"THPH2","A hemostatic disorder due to defective degradation of factor V by activated protein C. It is characterized by a poor anticoagulant response to activated protein C resulting in tendency to thrombosis."
"SERPIND1",http://purl.uniprot.org/diseases/541,"THPH10","A hemostatic disorder characterized by a tendency to recurrent thrombosis."
"HRG",http://purl.uniprot.org/diseases/2525,"THPH11","A hemostatic disorder characterized by a tendency to thrombosis."
"PROC",http://purl.uniprot.org/diseases/956,"THPH3","A hemostatic disorder characterized by impaired regulation of blood coagulation and a tendency to recurrent venous thrombosis. Individuals with decreased amounts of protein C are classically referred to as having type I protein C deficiency and those with normal amounts of a functionally defective protein as having type II deficiency."
"PROC",http://purl.uniprot.org/diseases/957,"THPH4","A hemostatic disorder characterized by impaired regulation of blood coagulation and a tendency to recurrent venous thrombosis. It results in a thrombotic condition that can manifest as a severe neonatal disorder or as a milder disorder with late-onset thrombophilia. The severe form leads to neonatal death through massive neonatal venous thrombosis. Often associated with ecchymotic skin lesions which can turn necrotic called purpura fulminans, this disorder is very rare."
"PROS1",http://purl.uniprot.org/diseases/958,"THPH5","A hemostatic disorder characterized by impaired regulation of blood coagulation and a tendency to recurrent venous thrombosis. Based on the plasma levels of total and free PROS1 as well as the serine protease-activated protein C cofactor activity, three types of THPH5 have been described: type I, characterized by reduced total and free PROS1 levels together with reduced anticoagulant activity; type III, in which only free PROS1 antigen and PROS1 activity levels are reduced; and the rare type II which is characterized by normal concentrations of both total and free PROS1 antigen, but low cofactor activity."
"PROS1",http://purl.uniprot.org/diseases/3365,"THPH6","A very rare and severe hematologic disorder resulting in thrombosis and secondary hemorrhage usually beginning in early infancy. Some affected individuals develop neonatal purpura fulminans, multifocal thrombosis, or intracranial hemorrhage."
"F2",http://purl.uniprot.org/diseases/2665,"THPH1","A multifactorial disorder of hemostasis characterized by abnormal platelet aggregation in response to various agents and recurrent thrombi formation."
"THBD",http://purl.uniprot.org/diseases/1102,"THPH12","A hemostatic disorder characterized by a tendency to thrombosis."
"F9",http://purl.uniprot.org/diseases/2524,"THPH8","A hemostatic disorder characterized by a tendency to thrombosis."
"SLC5A5",http://purl.uniprot.org/diseases/359,"TDH1","A disorder characterized by the inability of the thyroid to maintain a concentration difference of readily exchangeable iodine between the plasma and the thyroid gland, leading to congenital hypothyroidism."
"TPO",http://purl.uniprot.org/diseases/360,"TDH2A","A disorder due to defective conversion of accumulated iodide to organically bound iodine. The iodide organification defect can be partial or complete."
"TG",http://purl.uniprot.org/diseases/2526,"TDH3","A disorder due to thyroid dyshormonogenesis, causing large goiters of elastic and soft consistency in the majority of patients. Although the degree of thyroid dysfunction varies considerably among patients with defective thyroglobulin synthesis, patients usually have a relatively high serum free triiodothyronine (T3) concentration with disproportionately low free tetraiodothyronine (T4) level. The maintenance of relatively high free T3 levels prevents profound tissue hypothyroidism except in brain and pituitary, which are dependent on T4 supply, resulting in neurologic and intellectual defects in some cases."
"IYD",http://purl.uniprot.org/diseases/1403,"TDH4","A disorder due to thyroid dyshormonogenesis, causing severe hypothyroidism, goiter, excessive levels of iodotyrosine in serum and urine, and variable mental deficits derived from unrecognized and untreated hypothyroidism."
"DUOXA2",http://purl.uniprot.org/diseases/2527,"TDH5","A disorder due to thyroid dyshormonogenesis, causing hypothyroidism, goiter, and variable mental deficits derived from unrecognized and untreated hypothyroidism."
"DUOX2",http://purl.uniprot.org/diseases/361,"TDH6","A disorder due to a defective conversion of accumulated iodide to organically bound iodine. The iodide organification defect can be partial or complete."
"CCDC6",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"GOLGA5",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"NCOA4",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"NTRK1",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"PCM1",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"ERC1",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"RET",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"TFG",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"TRIM24",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"TPM3",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"TPR",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"TRIM27",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"TRIM33",http://purl.uniprot.org/diseases/2698,"TPC","A common tumor of the thyroid that typically arises as an irregular, solid or cystic mass from otherwise normal thyroid tissue. Papillary carcinomas are malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells."
"CACNA1S",http://purl.uniprot.org/diseases/2368,"TTPP1","A sporadic muscular disorder characterized by episodic weakness and hypokalemia during a thyrotoxic state. It is clinically similar to hereditary hypokalemic periodic paralysis, except for the fact that hyperthyroidism is an absolute requirement for disease manifestation. The disease presents with recurrent episodes of acute muscular weakness of the four extremities that vary in severity from paresis to complete paralysis. Attacks are triggered by ingestion of a high carbohydrate load or strenuous physical activity followed by a period of rest. Thyrotoxic periodic paralysis can occur in association with any cause of hyperthyroidism, but is most commonly associated with Graves disease."
"KCNJ18",http://purl.uniprot.org/diseases/2615,"TTPP2","A sporadic muscular disorder characterized by episodic weakness and hypokalemia during a thyrotoxic state. It is clinically similar to hereditary hypokalemic periodic paralysis, except for the fact that hyperthyroidism is an absolute requirement for disease manifestation. The disease presents with recurrent episodes of acute muscular weakness of the four extremities that vary in severity from paresis to complete paralysis. Attacks are triggered by ingestion of a high carbohydrate load or strenuous physical activity followed by a period of rest. Thyrotoxic periodic paralysis can occur in association with any cause of hyperthyroidism, but is most commonly associated with Graves disease."
"C1GALT1C1",http://purl.uniprot.org/diseases/2372,"TNPS","A clonal disorder characterized by the polyagglutination of red blood cells by naturally occurring anti-Tn antibodies following exposure of the Tn antigen on the surface of erythrocytes. Only a subset of red cells express the antigen, which can also be expressed on platelets and leukocytes. This condition may occur in healthy individuals who manifest asymptomatic anemia, leukopenia, or thrombocytopenia. However, there is also an association between the Tn antigen and leukemia or myelodysplastic disorders."
"FAM58A",http://purl.uniprot.org/diseases/2373,"STAR","A syndrome characterized by anal, genital and renal tract anomalies, facial dysmorphism and syndactyly. Features include anal stenosis, a rectovaginal fistula, clitoral hypertrophy, a pelvic right kidney, toe syndactyly, and telecanthus."
"MSX1",http://purl.uniprot.org/diseases/1211,"STHAG1","A form of selective tooth agenesis, a common anomaly characterized by the congenital absence of one or more teeth. Selective tooth agenesis without associated systemic disorders has sometimes been divided into 2 types: oligodontia, defined as agenesis of 6 or more permanent teeth, and hypodontia, defined as agenesis of less than 6 teeth. The number in both cases does not include absence of third molars (wisdom teeth). Tooth agenesis selective type 1 can be associated with orofacial cleft in some patients."
"PAX9",http://purl.uniprot.org/diseases/2091,"STHAG3","A form of selective tooth agenesis, a common anomaly characterized by the congenital absence of one or more teeth. Selective tooth agenesis without associated systemic disorders has sometimes been divided into 2 types: oligodontia, defined as agenesis of 6 or more permanent teeth, and hypodontia, defined as agenesis of less than 6 teeth. The number in both cases does not include absence of third molars (wisdom teeth)."
"WNT10A",http://purl.uniprot.org/diseases/3619,"STHAG4","A form of selective tooth agenesis, a common anomaly characterized by the congenital absence of one or more teeth. Selective tooth agenesis without associated systemic disorders has sometimes been divided into 2 types: oligodontia, defined as agenesis of 6 or more permanent teeth, and hypodontia, defined as agenesis of less than 6 teeth. The number in both cases does not include absence of third molars (wisdom teeth). In STHAG4, the upper lateral incisors are absent or peg-shaped."
"LTBP3",http://purl.uniprot.org/diseases/2717,"STHAG6","A form of selective tooth agenesis, a common anomaly characterized by the congenital absence of one or more teeth. Selective tooth agenesis without associated systemic disorders has sometimes been divided into 2 types: oligodontia, defined as agenesis of 6 or more permanent teeth, and hypodontia, defined as agenesis of less than 6 teeth. The number in both cases does not include absence of third molars (wisdom teeth). In tooth agenesis selective type 6, alveolar bone is absent where the teeth are missing. Some individuals have short stature."
"EDA",http://purl.uniprot.org/diseases/1788,"STHAGX1","A form of selective tooth agenesis, a common anomaly characterized by the congenital absence of one or more teeth. Selective tooth agenesis without associated systemic disorders has sometimes been divided into 2 types: oligodontia, defined as agenesis of 6 or more permanent teeth, and hypodontia, defined as agenesis of less than 6 teeth. The number in both cases does not include absence of third molars (wisdom teeth)."
"MMP2",http://purl.uniprot.org/diseases/2374,"TWS","An autosomal recessive syndrome characterized by severe multicentric osteolysis with predominant involvement of the hands and feet. Additional features include coarse face, corneal opacities, patches of thickened, hyperpigmented skin, hypertrichosis and gum hypertrophy."
"COL7A1",http://purl.uniprot.org/diseases/1103,"TBDN","TBDN is a neonatal form of dystrophic epidermolysis bullosa characterized by sub-epidermal blisters, reduced or abnormal anchoring fibrils at the dermo-epidermal junction, and electron-dense inclusions in keratinocytes. TBDN heals spontaneously or strongly improves within the first months and years of life."
"TRMU",http://purl.uniprot.org/diseases/2634,"LFIT","A transient disorder of hepatic function characterized by elevated liver enzymes, jaundice, vomiting, coagulopathy, hyperbilirubinemia, increased serum lactate. Patients who survive the initial acute episode can recover, show normal development and have no recurrence."
